Ctype,ILI POSITIVE,SEASON,STATE_NAME,WEEK,lm,p_sim,p_z_sim,sig_clust,sig_clust_gen,z_sim
3,0.004003856,2015-16,California,40,0.119043017,0.497,0.308249528,0,0,0.500818227
3,0.007600144,2015-16,Idaho,40,0.004235996,0.2464,0.238356872,0,0,0.711598004
3,0,2015-16,Nevada,40,0.177893934,0.4143,0.298101518,0,0,0.529868603
3,0,2015-16,Oregon,40,0.041283039,0.3471,0.445183325,0,0,0.137840279
3,0.005388545,2015-16,Washington,40,0.074838543,0.0001,0.310305675,3,0,0.49498409
3,0,2015-16,Arizona,40,0.24686114,0.4851,0.304232216,0,0,0.512266608
1,0.044197615,2015-16,Arkansas,40,0.366788639,0.2354,0.324083967,0,0,0.456308804
3,0.002014584,2015-16,Colorado,40,0.182548052,0.0001,0.237260437,3,3,0.715142694
3,0,2015-16,Iowa,40,0.064795753,0.4883,0.367662927,0,0,0.338049543
4,0.037350612,2015-16,Kansas,40,-0.615955568,0.4149,0.302204583,0,4,-0.51807038
1,0.017790038,2015-16,Louisiana,40,0.78514295,0.0875,0.040827424,0,1,1.741163932
3,0.002687459,2015-16,Minnesota,40,0.126515303,0.2109,0.20721615,0,0,0.816118611
2,0,2015-16,Missouri,40,-0.541649611,0.0433,0.014954045,2,0,-2.17130547
3,0,2015-16,Montana,40,0.123235215,0.4434,0.352361756,0,3,0.378951996
2,0,2015-16,Nebraska,40,-0.171806135,0.233,0.282378088,0,0,-0.575791415
3,0,2015-16,New Mexico,40,0.24686114,0.4835,0.304711597,0,2,0.510896983
3,0,2015-16,North Dakota,40,0.209621296,0.3041,0.272914622,0,3,0.604021655
2,0.007121489,2015-16,Oklahoma,40,-0.091483479,0.0037,2.43E-05,2,2,-4.06224058
3,0,2015-16,South Dakota,40,0.224199806,0.1384,0.208112147,0,3,0.812989125
4,0.05333664,2015-16,Texas,40,-0.115096843,0.2375,0.498858234,0,0,0.002861986
3,0,2015-16,Utah,40,0.218157505,0.2474,0.257455765,0,3,0.651209081
3,0,2015-16,Wyoming,40,0.214547692,0.2578,0.264024713,0,3,0.630986386
1,0.077403625,2015-16,Alabama,40,2.941124167,0.0814,0.042916578,0,0,1.717799706
3,0.00335181,2015-16,Connecticut,40,0.094854439,0.1291,0.164281808,0,0,0.977011183
3,0,2015-16,Delaware,40,0.212753179,0.0213,0.102671636,3,0,1.266474446
3,0,2015-16,District of Columbia,40,0.226417209,0.0191,0.203993282,3,0,0.827442034
2,0,2015-16,Florida,40,-0.716472682,0.0768,0.066169197,0,0,-1.504944314
1,0.03017608,2015-16,Georgia,40,1.251388626,0.0527,0.018883382,0,0,2.077377138
4,0.018509965,2015-16,Illinois,40,-0.334126276,0.0569,0.171600389,0,0,-0.947859908
3,0,2015-16,Indiana,40,0.023702087,0.4266,0.455389558,0,0,0.11205586
3,0.0011608,2015-16,Kentucky,40,0.063967042,0.4829,0.363992777,0,0,0.347806439
3,0,2015-16,Maine,40,0.163924271,0.3097,0.24588647,0,0,0.687491682
3,0,2015-16,Maryland,40,0.22654315,0.0193,0.197990098,3,0,0.84882227
4,0.009168976,2015-16,Massachusetts,40,-0.038601695,0.0573,0.146229048,0,0,-1.052744525
4,0.012442262,2015-16,Michigan,40,-0.043449452,0.2686,0.444953365,0,0,-0.13842223
1,0.015325776,2015-16,Mississippi,40,1.039922762,0.0013,7.83E-06,1,0,4.319059689
3,0,2015-16,New Hampshire,40,0.151927383,0.2319,0.216474734,0,0,0.784154485
3,0,2015-16,New Jersey,40,0.19168351,0.0387,0.085186576,3,0,1.371005789
3,0.002177202,2015-16,New York,40,0.127636066,0.0819,0.107039632,0,3,1.242426445
3,0.006269438,2015-16,North Carolina,40,0.025725543,0.326,0.254097811,0,0,0.661649895
3,0.002832752,2015-16,Ohio,40,0.143647776,0.026,0.104421917,3,0,1.256750947
3,0.003527712,2015-16,Pennsylvania,40,0.113012667,0.0207,0.064745001,3,0,1.516116085
3,0,2015-16,Rhode Island,40,0.114253812,0.3315,0.27952076,0,0,0.584265768
2,0,2015-16,South Carolina,40,-0.187066107,0.2043,0.258234517,0,0,-0.648797871
2,0.007125804,2015-16,Tennessee,40,-0.038222409,0.0432,0.015865775,2,0,-2.147776065
3,0.002447709,2015-16,Vermont,40,0.126165881,0.1372,0.179942029,0,0,0.915586036
3,0,2015-16,Virginia,40,0.202488197,0.0403,0.093455543,3,0,1.319772202
3,0,2015-16,West Virginia,40,0.200509178,0.0434,0.096773364,3,0,1.300158274
3,0.005498023,2015-16,Wisconsin,40,0.021956761,0.4407,0.393391151,0,0,0.270491308
4,0.01190236,2015-16,California,41,-0.099719353,0.0001,0.232089524,4,0,-0.731982831
3,0.007160577,2015-16,Idaho,41,0.094047532,0.3194,0.258216838,0,0,0.648852567
3,0,2015-16,Nevada,41,0.19380641,0.4389,0.346959729,0,0,0.393541664
3,0.007562935,2015-16,Oregon,41,0.003139642,0.3993,0.492322351,0,0,0.019246201
4,0.012196461,2015-16,Washington,41,-0.028494238,0.3921,0.434150582,0,0,-0.165816749
3,0,2015-16,Arizona,41,0.537788343,0.3748,0.225140861,0,0,0.754945435
1,0.024018755,2015-16,Arkansas,41,0.44256202,0.1662,0.169244521,0,0,0.957154969
2,0.004403988,2015-16,Colorado,41,-0.116379754,0.2804,0.349148046,0,0,-0.387621586
2,0.005231772,2015-16,Iowa,41,-0.058000295,0.3102,0.35399818,0,0,-0.374548392
4,0.033141415,2015-16,Kansas,41,-0.180705662,0.4495,0.448312629,0,0,-0.12992564
1,0.013965875,2015-16,Louisiana,41,0.432174266,0.0422,0.015427828,1,0,2.158929258
3,0.009599986,2015-16,Minnesota,41,0.016665297,0.1296,0.144904176,0,0,1.058542135
1,0.010361766,2015-16,Missouri,41,0.017474193,0.0821,0.061672066,0,0,1.54088765
2,0,2015-16,Montana,41,-0.387142615,0.1837,0.229185809,0,0,-0.741530877
1,0.016442681,2015-16,Nebraska,41,0.102088138,0.2859,0.339083349,0,0,0.414966131
3,0,2015-16,New Mexico,41,0.537788343,0.3795,0.228252284,0,2,0.744614882
3,0,2015-16,North Dakota,41,0.314598222,0.3207,0.263176533,0,0,0.633582896
2,0,2015-16,Oklahoma,41,-1.565607744,0.0032,0.00011479,2,2,-3.684024353
3,0,2015-16,South Dakota,41,0.073094749,0.4889,0.414867206,0,0,0.215042206
4,0.065512045,2015-16,Texas,41,-2.971131979,0.0001,0.209080327,4,0,-0.809616446
3,0,2015-16,Utah,41,0.432510734,0.1782,0.194087171,0,0,0.862932934
4,0.027769611,2015-16,Wyoming,41,-0.740321758,0.1947,0.216232218,0,4,-0.784981465
1,0.04478742,2015-16,Alabama,41,1.760869114,0.0901,0.077389112,0,0,1.422854897
4,0.03020715,2015-16,Connecticut,41,-0.905037685,0.0034,0.044074296,4,4,-1.705245793
3,0,2015-16,Delaware,41,0.328942133,0.0528,0.087328165,0,0,1.35739313
3,0,2015-16,District of Columbia,41,0.384748703,0.0759,0.167043322,0,0,0.965915142
3,0,2015-16,Florida,41,0.280491709,0.4342,0.34364457,0,0,0.402536625
2,0.004803765,2015-16,Georgia,41,-0.173234004,0.1545,0.155245176,0,0,-1.014193664
1,0.01952046,2015-16,Illinois,41,0.11410362,0.2954,0.351104547,0,0,0.382340127
4,0.0243256,2015-16,Indiana,41,-0.080628562,0.4743,0.453691166,0,0,-0.116340951
2,0,2015-16,Kentucky,41,-0.237380383,0.2117,0.234416681,0,0,-0.724378556
3,0,2015-16,Maine,41,0.482274358,0.031,0.088229881,3,0,1.351736072
3,0,2015-16,Maryland,41,0.389275987,0.0666,0.161093989,0,0,0.989971646
3,0.005021383,2015-16,Massachusetts,41,0.09158191,0.2842,0.255885088,0,0,0.656083848
4,0.01276045,2015-16,Michigan,41,-0.060411346,0.476,0.382816689,0,0,-0.298091435
1,0.034974168,2015-16,Mississippi,41,2.154868358,0.0235,0.005861998,1,0,2.52034468
3,0,2015-16,New Hampshire,41,0.291834052,0.1328,0.153180099,0,0,1.022889281
3,0,2015-16,New Jersey,41,0.264628156,0.0771,0.094417468,0,0,1.314033485
3,0.002674574,2015-16,New York,41,0.19493436,0.0888,0.100769673,0,0,1.277178188
4,0.017655327,2015-16,North Carolina,41,-0.253517915,0.1222,0.138457142,0,0,-1.087277286
3,0.002082099,2015-16,Ohio,41,0.083209422,0.3761,0.334378185,0,0,0.427855442
3,0.006481992,2015-16,Pennsylvania,41,0.110087536,0.0423,0.062937253,3,0,1.530574828
3,0,2015-16,Rhode Island,41,0.0390433,0.4817,0.435849376,0,0,0.161501091
2,0,2015-16,South Carolina,41,-0.054265667,0.3863,0.464228406,0,0,-0.08978658
1,0.015119725,2015-16,Tennessee,41,0.237169484,0.0894,0.078202882,0,0,1.417263974
3,0,2015-16,Vermont,41,0.303051074,0.1223,0.147880058,0,0,1.045568896
3,0.008600844,2015-16,Virginia,41,0.042317781,0.0893,0.10584227,0,0,1.248946778
3,0.0078266,2015-16,West Virginia,41,0.047527749,0.185,0.178276203,0,0,0.921954316
3,0.0058769,2015-16,Wisconsin,41,0.014587942,0.4554,0.460482066,0,0,0.099219324
3,0.004963563,2015-16,California,42,0.153183354,0.0001,0.269994021,3,0,0.612831073
4,0.015920713,2015-16,Idaho,42,-0.315574324,0.0001,0.197490213,4,0,-0.850620088
3,0,2015-16,Nevada,42,0.118077604,0.4898,0.386113245,0,0,0.289463784
3,0,2015-16,Oregon,42,0.006504139,0.3776,0.493613011,0,0,0.016010491
3,0.001573164,2015-16,Washington,42,0.298227966,0.0001,0.26985131,3,0,0.61326275
3,0,2015-16,Arizona,42,0.365529472,0.4149,0.267486655,0,0,0.620432151
2,0,2015-16,Arkansas,42,-0.189325786,0.2386,0.263727226,0,2,-0.631896589
3,0.003753479,2015-16,Colorado,42,0.124198427,0.4265,0.293462503,0,3,0.543297469
1,0.020364278,2015-16,Iowa,42,0.078372129,0.3319,0.395635518,0,0,0.264660464
1,0.03047726,2015-16,Kansas,42,0.21792362,0.2744,0.377323886,0,0,0.312516835
2,0.005104425,2015-16,Louisiana,42,-0.037916296,0.3043,0.41548321,0,0,-0.213462263
3,0.0059375,2015-16,Minnesota,42,0.040916774,0.406,0.327566901,0,0,0.446641672
2,0.00320622,2015-16,Missouri,42,-0.356001958,0.0603,0.029967434,0,0,-1.881272441
3,0,2015-16,Montana,42,0.018483468,0.403,0.467757798,0,0,0.080907399
2,0,2015-16,Nebraska,42,-0.324270396,0.1594,0.173496009,0,0,-0.940439796
3,0,2015-16,New Mexico,42,0.365529472,0.4105,0.265321559,0,2,0.627024587
3,0,2015-16,North Dakota,42,0.255272407,0.3745,0.267617773,0,3,0.620033782
1,0.025526592,2015-16,Oklahoma,42,1.748692808,0.0233,0.003920158,1,0,2.658870217
3,0,2015-16,South Dakota,42,0.298435416,0.1905,0.18516069,0,3,0.895871531
1,0.060267462,2015-16,Texas,42,4.39808689,0.1064,0.069370162,0,0,1.480498265
3,0.006745805,2015-16,Utah,42,0.061852582,0.3266,0.246091894,0,0,0.68683964
3,0,2015-16,Wyoming,42,0.284848947,0.333,0.243587013,0,0,0.694810566
1,0.059993465,2015-16,Alabama,42,1.404500763,0.1409,0.16118815,0,0,0.989586443
4,0.01850425,2015-16,Connecticut,42,-0.342144038,0.0274,0.085657913,4,0,-1.367988022
3,0.001512898,2015-16,Delaware,42,0.149901788,0.178,0.184787246,0,0,0.897270691
3,0,2015-16,District of Columbia,42,0.223721403,0.2137,0.244833143,0,0,0.690839696
2,0,2015-16,Florida,42,-0.07158495,0.2687,0.45323077,0,0,-0.117502908
1,0.010217493,2015-16,Georgia,42,0.114726433,0.0335,0.013913283,1,0,2.199722837
4,0.03497156,2015-16,Illinois,42,-0.447416166,0.4223,0.337517133,0,0,-0.41924886
2,0,2015-16,Indiana,42,-0.337678707,0.1298,0.10806038,0,0,-1.236909289
2,0.001368471,2015-16,Kentucky,42,-0.20870258,0.1756,0.186441638,0,0,-0.891085549
3,0,2015-16,Maine,42,0.338978066,0.0586,0.122930926,0,0,1.16045931
3,0,2015-16,Maryland,42,0.225800502,0.2122,0.240967091,0,0,0.703195085
3,0.003006838,2015-16,Massachusetts,42,0.109032732,0.2642,0.238615897,0,0,0.7107619
3,0,2015-16,Michigan,42,0.248114276,0.4763,0.337630198,0,0,0.418939436
1,0.017673336,2015-16,Mississippi,42,0.648439154,0.0435,0.017462717,1,0,2.109221886
3,0,2015-16,New Hampshire,42,0.243985137,0.1247,0.152279624,0,0,1.026705308
3,0,2015-16,New Jersey,42,0.187403433,0.1198,0.127772053,0,0,1.136986079
3,0.002063088,2015-16,New York,42,0.134263333,0.1514,0.150881436,0,0,1.032660356
2,0.007815024,2015-16,North Carolina,42,-0.002033927,0.3928,0.463687283,0,0,-0.091148538
3,0.003377473,2015-16,Ohio,42,0.011580539,0.4788,0.454952549,0,0,0.113158247
4,0.014718704,2015-16,Pennsylvania,42,-0.120791906,0.176,0.167427535,0,0,-0.964380749
3,0,2015-16,Rhode Island,42,0.097791153,0.4096,0.337120373,0,0,0.420335
4,0.014623928,2015-16,South Carolina,42,-0.04670536,0.451,0.432167533,0,0,-0.170858452
1,0.013262865,2015-16,Tennessee,42,0.194426241,0.1127,0.098724198,0,0,1.2888553
3,0,2015-16,Vermont,42,0.248819598,0.1123,0.149232118,0,0,1.039732417
2,0,2015-16,Virginia,42,-0.00797785,0.4426,0.498796454,0,0,-0.003016848
4,0.02897158,2015-16,West Virginia,42,-0.56979143,0.1001,0.118871506,0,0,-1.180646931
3,0.002744565,2015-16,Wisconsin,42,0.008135668,0.4125,0.480347962,0,0,0.049280293
3,0,2015-16,California,43,0.233980299,0.4412,0.310571225,0,0,0.494231847
4,0.018555926,2015-16,Idaho,43,-0.169739615,0.4404,0.315594738,0,0,-0.480053325
3,0,2015-16,Nevada,43,0.199805848,0.2364,0.271122882,0,0,0.609420483
2,0.004983438,2015-16,Oregon,43,-0.016394519,0.235,0.461358445,0,0,-0.097011969
3,0.003495146,2015-16,Washington,43,0.067117374,0.3085,0.406363545,0,0,0.236909383
3,0,2015-16,Arizona,43,0.113066574,0.3323,0.403831799,0,0,0.243441243
2,0,2015-16,Arkansas,43,-0.204810467,0.2055,0.194421684,0,0,-0.861716818
3,0.001322232,2015-16,Colorado,43,0.168781298,0.2753,0.275544947,0,3,0.596127741
2,0.00817142,2015-16,Iowa,43,-0.022403575,0.1947,0.175228546,0,0,-0.933703049
4,0.037308042,2015-16,Kansas,43,-0.015380359,0.2633,0.4837374,0,0,0.040775589
1,0.019029324,2015-16,Louisiana,43,0.222178691,0.1642,0.26897562,0,0,0.615914061
3,0.003409564,2015-16,Minnesota,43,0.105539639,0.2679,0.235900276,0,0,0.719552525
2,0.004671007,2015-16,Missouri,43,-0.249448891,0.0469,0.018781614,2,0,-2.079589206
2,0,2015-16,Montana,43,-0.005236402,0.2697,0.49762662,0,0,0.005949216
2,0.006134286,2015-16,Nebraska,43,-0.051346296,0.2041,0.287119063,0,0,-0.561820789
3,0.004779038,2015-16,New Mexico,43,0.113066574,0.4548,0.314326331,0,0,0.483624109
3,0,2015-16,North Dakota,43,0.196535976,0.2828,0.277993593,0,3,0.588812311
1,0.01487806,2015-16,Oklahoma,43,0.3921188,0.0371,0.008757359,1,0,2.375720638
3,0,2015-16,South Dakota,43,0.153237286,0.3741,0.285292072,0,3,0.56719141
1,0.070443471,2015-16,Texas,43,0.942605098,0.13,0.345796894,0,0,0.396693101
3,0.002933632,2015-16,Utah,43,0.149562538,0.215,0.258222969,0,0,0.648833599
3,0,2015-16,Wyoming,43,0.217171885,0.206,0.256418445,0,0,0.654426774
1,0.093812754,2015-16,Alabama,43,1.774125943,0.1403,0.129957488,0,0,1.126592112
3,0,2015-16,Connecticut,43,0.195089289,0.0298,0.118393459,3,0,1.183056089
3,0,2015-16,Delaware,43,0.198986707,0.022,0.112141987,3,0,1.215215334
3,0,2015-16,District of Columbia,43,0.202735125,0.0451,0.220038737,3,0,0.772062392
2,0,2015-16,Florida,43,-0.102794005,0.1932,0.428444644,0,0,-0.180335371
1,0.01331079,2015-16,Georgia,43,0.22128428,0.0272,0.008160725,1,0,2.401647009
4,0.063027765,2015-16,Illinois,43,-0.945869817,0.3066,0.266618158,0,4,-0.623073357
2,0,2015-16,Indiana,43,-0.246655233,0.1491,0.128803937,0,0,-1.132063178
2,0,2015-16,Kentucky,43,-0.058186297,0.3094,0.394416944,0,0,-0.26782518
3,0,2015-16,Maine,43,0.220733099,0.047,0.174719278,3,0,0.935678864
3,0,2015-16,Maryland,43,0.202935435,0.0423,0.217276907,3,0,0.781422888
3,0.00253666,2015-16,Massachusetts,43,0.154557386,0.0115,0.125381065,3,0,1.148500202
3,0,2015-16,Michigan,43,0.166709108,0.4796,0.358649697,0,0,0.362070437
1,0.028865059,2015-16,Mississippi,43,1.424245887,0.0147,0.002300957,1,0,2.833653917
3,0,2015-16,New Hampshire,43,0.209003333,0.0344,0.139781801,3,0,1.081300191
3,0,2015-16,New Jersey,43,0.193322557,0.0192,0.077956571,3,0,1.418951546
3,0.005713197,2015-16,New York,43,0.076067319,0.0206,0.075980211,3,0,1.432641127
4,0.0095727,2015-16,North Carolina,43,-0.003494892,0.4197,0.308028744,0,0,-0.501445695
3,0.003008607,2015-16,Ohio,43,0.126441,0.0815,0.141247436,0,0,1.074731687
4,0.009869673,2015-16,Pennsylvania,43,-0.013751301,0.0078,0.066608451,4,0,-1.501536315
3,0,2015-16,Rhode Island,43,0.193559491,0.0468,0.157886472,3,0,1.003182232
4,0.013910634,2015-16,South Carolina,43,-0.004758758,0.3164,0.48750433,0,0,-0.031327124
2,0.004176088,2015-16,Tennessee,43,-0.222426316,0.0686,0.038044705,0,0,-1.773841267
3,0,2015-16,Vermont,43,0.206696852,0.0375,0.148356264,3,0,1.043509188
3,0,2015-16,Virginia,43,0.136536515,0.2007,0.182327128,0,0,0.906532152
3,0.002570832,2015-16,West Virginia,43,0.126151615,0.0746,0.123273788,0,0,1.15877582
3,0.002658851,2015-16,Wisconsin,43,0.10076717,0.4073,0.298945891,0,0,0.527434655
4,0.019268379,2015-16,California,44,-0.458726418,0.0001,0.271261992,4,0,-0.609000686
4,0.011838326,2015-16,Idaho,44,-0.116176792,0.2454,0.218606492,0,4,-0.776908113
2,0,2015-16,Nevada,44,-0.142919859,0.2595,0.376467763,0,0,-0.314771007
3,0,2015-16,Oregon,44,0.106425549,0.4474,0.397365919,0,0,0.260171044
3,0.001450668,2015-16,Washington,44,0.323039114,0.4775,0.261940262,0,0,0.63737513
1,0.019477432,2015-16,Arizona,44,0.08770848,0.2687,0.442969128,0,0,0.143445621
4,0.04120681,2015-16,Arkansas,44,-0.290435743,0.4588,0.429702241,0,0,-0.177132287
3,0,2015-16,Colorado,44,0.307081528,0.2714,0.234511573,0,3,0.724069373
2,0.006157393,2015-16,Iowa,44,-0.016312389,0.395,0.421009656,0,0,-0.199311209
4,0.055803888,2015-16,Kansas,44,-1.551207904,0.231,0.213445657,0,0,-0.794522503
1,0.012126807,2015-16,Louisiana,44,0.266967595,0.1019,0.049242991,0,1,1.6522383
3,0.00411968,2015-16,Minnesota,44,0.173567611,0.1074,0.138267964,0,0,1.088134063
2,0,2015-16,Missouri,44,-1.158765318,0.0013,9.60E-05,2,0,-3.729419431
3,0.002280928,2015-16,Montana,44,0.090446404,0.4735,0.381653663,0,0,0.301140544
2,0.00621872,2015-16,Nebraska,44,-0.160428252,0.0902,0.0625993,0,0,-1.533313623
1,0.010465317,2015-16,New Mexico,44,0.08770848,0.1265,0.230396399,0,1,0.737542024
3,0,2015-16,North Dakota,44,0.308229749,0.2828,0.238016252,0,3,0.712698244
2,0,2015-16,Oklahoma,44,-1.771550715,0.0001,1.94E-07,2,2,-5.074493751
3,0,2015-16,South Dakota,44,0.237053759,0.2961,0.242082024,0,3,0.699620961
4,0.04869746,2015-16,Texas,44,-1.74994958,0.0001,0.269316305,4,0,-0.614882063
3,0.003635616,2015-16,Utah,44,0.227172869,0.0001,0.185794785,3,0,0.893499817
3,0,2015-16,Wyoming,44,0.336893706,0.2403,0.21545494,0,0,0.787635608
1,0.045647855,2015-16,Alabama,44,1.458926306,0.1426,0.114464231,0,0,1.203123685
3,0,2015-16,Connecticut,44,0.329682492,0.0094,0.059563515,3,0,1.558448235
3,0,2015-16,Delaware,44,0.312625065,0.0188,0.068917948,3,0,1.483898328
3,0,2015-16,District of Columbia,44,0.318340907,0.05,0.175688999,0,0,0.931919754
2,0,2015-16,Florida,44,-0.187933986,0.2109,0.383461358,0,0,-0.296402499
1,0.013096578,2015-16,Georgia,44,0.164400777,0.1177,0.103063328,0,0,1.264288053
4,0.037916278,2015-16,Illinois,44,-1.097655461,0.1169,0.152490267,0,4,-1.025811312
2,0,2015-16,Indiana,44,-0.4127099,0.0951,0.075228884,0,0,-1.437916425
2,0,2015-16,Kentucky,44,-0.362704293,0.1167,0.096384374,0,0,-1.302432004
3,0,2015-16,Maine,44,0.290853256,0.156,0.163457697,0,0,0.980345922
3,0,2015-16,Maryland,44,0.320197765,0.046,0.168234152,3,0,0.961166803
3,0,2015-16,Massachusetts,44,0.329032454,0.0175,0.085955206,3,0,1.366090968
3,0.004511047,2015-16,Michigan,44,0.188762673,0.0001,0.266230045,3,0,0.624255063
1,0.014546548,2015-16,Mississippi,44,0.648630664,0.0063,0.000709671,1,0,3.190688449
3,0,2015-16,New Hampshire,44,0.268245976,0.1122,0.139267825,0,0,1.083614746
3,0,2015-16,New Jersey,44,0.321545929,0.0064,0.032319004,3,0,1.847753516
3,0.003212759,2015-16,New York,44,0.191560842,0.0203,0.044463136,3,0,1.701089018
3,0,2015-16,North Carolina,44,0.177601645,0.2779,0.233038363,0,0,0.728877293
4,0.010897669,2015-16,Ohio,44,-0.049046735,0.2051,0.183330789,0,0,-0.902744379
3,0.00848998,2015-16,Pennsylvania,44,0.010375519,0.0269,0.051038705,3,0,1.634864716
3,0,2015-16,Rhode Island,44,0.336214265,0.0152,0.089973054,3,0,1.340920988
3,0.00447209,2015-16,South Carolina,44,0.087848941,0.3944,0.302480582,0,0,0.517279354
1,0.024324887,2015-16,Tennessee,44,0.356580008,0.205,0.226134167,0,0,0.751638749
3,0.007579034,2015-16,Vermont,44,0.051676481,0.0075,0.078324197,3,0,1.416434274
3,0,2015-16,Virginia,44,0.198980957,0.1647,0.156358519,0,0,1.009537269
4,0.014407398,2015-16,West Virginia,44,-0.179460346,0.0515,0.07985459,0,0,-1.406050331
3,0,2015-16,Wisconsin,44,0.172179098,0.4132,0.303404022,0,0,0.514635084
1,0.018623739,2015-16,California,45,0.484655006,0.082,0.02634467,0,0,1.937458345
4,0.016035464,2015-16,Idaho,45,-0.073326207,0.0001,0.243922676,4,0,-0.693739879
4,0.060312786,2015-16,Nevada,45,-0.175254576,0.287,0.471779149,0,0,-0.070798284
3,0,2015-16,Oregon,45,0.07716437,0.3965,0.404881204,0,0,0.240732552
3,0.001527273,2015-16,Washington,45,0.213471799,0.4395,0.306861539,0,0,0.504766172
3,0,2015-16,Arizona,45,0.24366294,0.4654,0.303758317,0,0,0.513621517
2,0,2015-16,Arkansas,45,-0.380134698,0.0775,0.059278724,0,0,-1.560857198
2,0.001011936,2015-16,Colorado,45,-0.14058602,0.2209,0.329143166,0,0,-0.442280372
2,0,2015-16,Iowa,45,-0.169612331,0.2247,0.221538909,0,0,-0.767006218
4,0.013849728,2015-16,Kansas,45,-0.030118565,0.1707,0.19367702,0,0,-0.864425771
1,0.01919736,2015-16,Louisiana,45,0.489314849,0.0519,0.006115806,0,0,2.505390897
3,0,2015-16,Minnesota,45,0.24366294,0.0756,0.147871458,0,0,1.045606133
2,0,2015-16,Missouri,45,-0.405246535,0.0687,0.047165629,0,0,-1.672979877
2,0,2015-16,Montana,45,-0.306374409,0.1854,0.197587279,0,0,-0.850270782
3,0,2015-16,Nebraska,45,0.147532393,0.426,0.290693803,0,0,0.551358991
3,0,2015-16,New Mexico,45,0.24366294,0.4622,0.305378923,0,0,0.50899198
3,0,2015-16,North Dakota,45,0.24366294,0.0001,0.236674159,3,0,0.717041778
2,0,2015-16,Oklahoma,45,-0.358614514,0.139,0.106824353,0,0,-1.243594869
3,0,2015-16,South Dakota,45,0.24366294,0.0001,0.186811778,3,0,0.889706402
4,0.089222133,2015-16,Texas,45,-1.520080713,0.0001,0.317430075,4,0,-0.474897337
2,0,2015-16,Utah,45,-0.425408306,0.1406,0.113419783,0,0,-1.208540141
4,0.04007215,2015-16,Wyoming,45,-0.525859319,0.3207,0.257183763,0,0,-0.652052159
1,0.05302056,2015-16,Alabama,45,2.75387468,0.0116,0.000864976,1,0,3.133058248
3,0.003665778,2015-16,Connecticut,45,0.145605091,0.052,0.113540238,0,0,1.207913655
3,0,2015-16,Delaware,45,0.208966393,0.0454,0.103004223,3,0,1.264617588
3,0,2015-16,District of Columbia,45,0.21968649,0.0483,0.208229837,3,0,0.812578655
2,0,2015-16,Florida,45,-0.526050074,0.1345,0.157639867,0,0,-1.004205162
1,0.038937312,2015-16,Georgia,45,0.238468609,0.25,0.281637541,0,0,0.577983761
4,0.09687168,2015-16,Illinois,45,-1.671297003,0.0001,0.168315228,4,4,-0.96084431
2,0,2015-16,Indiana,45,-0.363268778,0.0734,0.049393142,0,0,-1.650766395
2,0,2015-16,Kentucky,45,-0.169520871,0.2088,0.224259805,0,0,-0.75788537
3,0,2015-16,Maine,45,0.218426191,0.1604,0.178536749,0,0,0.920955812
3,0,2015-16,Maryland,45,0.220531841,0.0461,0.202344822,3,0,0.833275015
3,0.006185059,2015-16,Massachusetts,45,0.109699216,0.048,0.126299613,3,0,1.144058866
3,0.004406573,2015-16,Michigan,45,0.156553779,0.4368,0.309133248,0,0,0.498308672
1,0.093302715,2015-16,Mississippi,45,1.679810704,0.124,0.091578529,0,0,1.331097113
3,0,2015-16,New Hampshire,45,0.209828247,0.0881,0.142807399,0,0,1.067791
3,0,2015-16,New Jersey,45,0.201551685,0.0362,0.072831706,3,0,1.455021127
3,0.002170995,2015-16,New York,45,0.16980458,0.0406,0.072821776,3,0,1.455092876
3,0,2015-16,North Carolina,45,0.0862964,0.4174,0.326349716,0,0,0.450015268
3,0.006715534,2015-16,Ohio,45,0.094928767,0.0953,0.120533627,0,0,1.172323364
3,0.006690069,2015-16,Pennsylvania,45,0.094124601,0.0364,0.064939862,3,0,1.514576356
3,0,2015-16,Rhode Island,45,0.179369803,0.1521,0.185398251,0,0,0.894982389
2,0.006808854,2015-16,South Carolina,45,-0.030165617,0.3057,0.405262215,0,0,-0.239749537
1,0.017809552,2015-16,Tennessee,45,0.166025732,0.0871,0.046672017,0,0,1.678015701
3,0,2015-16,Vermont,45,0.212851381,0.0809,0.140900108,0,0,1.076284105
3,0.007542945,2015-16,Virginia,45,0.082728703,0.0487,0.089420328,3,0,1.344333226
3,0,2015-16,West Virginia,45,0.184566169,0.1021,0.112381813,0,0,1.21395836
3,0,2015-16,Wisconsin,45,0.212451126,0.2468,0.217578624,0,0,0.780396976
4,0.013702208,2015-16,California,46,-0.072573456,0.0001,0.322366545,4,0,-0.461091319
3,0.003563449,2015-16,Idaho,46,0.139717021,0.3013,0.247425711,0,0,0.682612993
3,0,2015-16,Nevada,46,0.059524794,0.3629,0.422574698,0,0,0.195311116
3,0,2015-16,Oregon,46,0.164262197,0.4381,0.299132898,0,0,0.526896023
3,0.001329428,2015-16,Washington,46,0.186494086,0.0001,0.316542653,3,0,0.477388774
3,0,2015-16,Arizona,46,0.214330323,0.4535,0.319665409,0,0,0.468634632
3,0,2015-16,Arkansas,46,0.014641807,0.3959,0.472248954,0,2,0.06961775
3,0,2015-16,Colorado,46,0.214330323,0.2884,0.247710549,0,3,0.681711969
