Ctype,ILI POSITIVE,SEASON,STATE_NAME,WEEK,lm,p_sim,p_z_sim,sig_clust,sig_clust_gen,z_sim
2,0.009826274,2016-17,New Mexico,39,-0.022611781,0.1426,0.368251828,0,2,-0.336486996
2,0,2016-17,North Dakota,39,-0.180052492,0.1902,0.297092528,0,0,-0.532781189
2,0,2016-17,Oklahoma,39,-0.397933415,0.0813,0.077807961,0,2,-1.419971691
4,0.026348062,2016-17,South Dakota,39,-0.2143149,0.3258,0.280337304,0,4,-0.581839777
4,0.05973645,2016-17,Texas,39,-0.980261103,0.0001,0.318196749,4,0,-0.472747271
3,0.000597489,2016-17,Utah,39,0.197509787,0.2614,0.265162939,0,0,0.627508634
3,0,2016-17,Wyoming,39,0.205024162,0.2653,0.265090163,0,0,0.627730766
4,0.056700202,2016-17,Alabama,39,-0.239988164,0.3701,0.437812935,0,0,-0.156516557
3,0.001982852,2016-17,Connecticut,39,0.045727775,0.4613,0.364244642,0,0,0.347135821
2,0.001919427,2016-17,Delaware,39,-0.35083185,0.0392,0.00670043,2,0,-2.472934758
2,0,2016-17,District of Columbia,39,-1.323991823,0.0186,3.88E-07,2,0,-4.941355245
2,0,2016-17,Florida,39,-0.153508208,0.1323,0.398766173,0,0,-0.256542009
1,0.019077289,2016-17,Georgia,39,0.057915529,0.2518,0.338223634,0,0,0.417316027
4,0.017914872,2016-17,Illinois,39,-0.122388626,0.0593,0.184903286,0,4,-0.896835743
3,0,2016-17,Indiana,39,0.077837638,0.4681,0.351442761,0,0,0.381428224
3,0.001137279,2016-17,Kentucky,39,0.096017595,0.392,0.30461904,0,0,0.511161349
3,0,2016-17,Maine,39,0.21723769,0.0678,0.177816068,0,0,0.923719963
4,0.1376807,2016-17,Maryland,39,-2.281280741,0.0333,0.178155816,4,0,-0.922415991
3,0.004090202,2016-17,Massachusetts,39,0.133367625,0.0225,0.139475045,3,0,1.082680889
1,0.014460047,2016-17,Michigan,39,0.003120074,0.2643,0.481034832,0,0,0.047556545
2,0,2016-17,Mississippi,39,-0.67661481,0.0308,0.002396855,2,0,-2.820578766
3,0,2016-17,New Hampshire,39,0.191608147,0.0655,0.162459351,0,0,0.984400357
2,0,2016-17,New Jersey,39,-0.137831575,0.1697,0.168053232,0,0,-0.96188681
4,0.012228734,2016-17,New York,39,-0.001027732,0.4642,0.450098701,0,0,-0.125411984
2,0.003614458,2016-17,North Carolina,39,-0.125572168,0.1599,0.18328786,0,0,-0.902906125
2,0.004450407,2016-17,Ohio,39,-0.055581471,0.2506,0.316059823,0,0,-0.478745567
2,0,2016-17,Pennsylvania,39,-0.188771968,0.1114,0.083629771,0,0,-1.381063161
3,0,2016-17,Rhode Island,39,0.180665448,0.0759,0.171918335,0,0,0.946611718
3,0,2016-17,South Carolina,39,0.041395876,0.3926,0.432950973,0,0,0.168866124
2,0.008053617,2016-17,Tennessee,39,-0.019520953,0.2652,0.380177836,0,0,-0.305013759
3,0,2016-17,Vermont,39,0.186909146,0.0831,0.173303078,0,0,0.941192625
2,0.004878978,2016-17,Virginia,39,-0.100064868,0.1473,0.138172457,0,0,-1.088566915
2,0.002840679,2016-17,West Virginia,39,-0.095309284,0.1925,0.212223605,0,0,-0.798729615
4,0.012131116,2016-17,Wisconsin,39,-0.002287474,0.3782,0.436906694,0,0,-0.158816577
3,0.015437048,2017-18,California,40,0.037573997,0.3757,0.291000743,0,0,0.550463529
3,0,2017-18,Idaho,40,0.256908028,0.3136,0.24621155,0,0,0.686459967
3,0,2017-18,Nevada,40,0.161272303,0.4504,0.335506603,0,0,0.424757853
3,0.002956814,2017-18,Oregon,40,0.254774802,0.0001,0.20953513,3,0,0.808035302
3,0,2017-18,Washington,40,0.254774802,0.4593,0.316402421,0,0,0.477782748
3,0.01625226,2017-18,Arizona,40,0.018408441,0.4577,0.333628941,0,0,0.42991444
1,0.078630059,2017-18,Arkansas,40,2.583904259,0.011,0.001629934,1,0,2.942107433
3,0.003144837,2017-18,Colorado,40,0.251502528,0.1409,0.209828762,0,3,0.80701555
3,0,2017-18,Iowa,40,0.20363263,0.2519,0.186760873,0,3,0.889895974
3,0,2017-18,Kansas,40,0.098393932,0.4436,0.372537418,0,3,0.325140372
1,0.12401765,2017-18,Louisiana,40,7.453140882,0.0049,0.000136991,1,0,3.638733036
3,0.004564832,2017-18,Minnesota,40,0.096980181,0.4481,0.309351021,0,3,0.49769073
2,0.000934996,2017-18,Missouri,40,-0.093933726,0.3386,0.359965722,0,3,-0.358550418
3,0.00270241,2017-18,Montana,40,0.259202343,0.1368,0.209761744,0,3,0.807248224
3,0.013614004,2017-18,Nebraska,40,0.005158462,0.4029,0.470883782,0,3,0.07304845
3,0.00374543,2017-18,New Mexico,40,0.018408441,0.2049,0.481961376,0,2,0.045231543
2,0.001048632,2017-18,North Dakota,40,-0.13872927,0.2688,0.356294677,0,0,-0.368380742
1,0.018262272,2017-18,Oklahoma,40,0.004849878,0.3173,0.350366614,0,1,0.384330873
4,0.0425684,2017-18,South Dakota,40,-0.269872853,0.4581,0.286752422,0,4,-0.562897262
2,0,2017-18,Texas,40,-0.011595027,0.2127,0.497063298,0,2,-0.007361288
3,0,2017-18,Utah,40,0.281806725,0.1842,0.228744028,0,3,0.742989469
3,0,2017-18,Wyoming,40,0.25533365,0.3282,0.250414322,0,3,0.673186508
1,0.117381628,2017-18,Alabama,40,3.765586149,0.0222,0.005790013,1,0,2.524690384
3,0.00365456,2017-18,Connecticut,40,0.201136969,0.0311,0.089838383,3,0,1.341750935
3,0,2017-18,Delaware,40,0.224552175,0.0673,0.114989913,0,0,1.200410826
3,0,2017-18,District of Columbia,40,0.165157928,0.3155,0.29478959,0,0,0.539445955
1,0.084901221,2017-18,Florida,40,2.243991534,0.1288,0.12720508,0,0,1.139702752
1,0.05130524,2017-18,Georgia,40,1.527391622,0.0042,0.000373419,1,0,3.371781118
3,0.01123926,2017-18,Illinois,40,0.058441589,0.4074,0.275352659,0,3,0.596703556
4,0.020083748,2017-18,Indiana,40,-0.029184914,0.2795,0.204791938,0,4,-0.824626142
3,0.004876387,2017-18,Kentucky,40,0.115847576,0.351,0.252461027,0,2,0.666765311
3,0,2017-18,Maine,40,0.23185533,0.2133,0.190128223,0,0,0.877423882
3,0.012217528,2017-18,Maryland,40,0.086546403,0.0135,0.174712341,3,0,0.935705803
3,0.001633608,2017-18,Massachusetts,40,0.231597691,0.0417,0.115465213,3,0,1.197965556
3,0.011103855,2017-18,Michigan,40,0.112987087,0.3691,0.287409345,0,3,0.56096897
1,0.09470604,2017-18,Mississippi,40,5.599924581,0.0001,2.25E-07,1,0,5.04676972
3,0,2017-18,New Hampshire,40,0.198478657,0.1932,0.18276617,0,0,0.904873628
3,0,2017-18,New Jersey,40,0.229170896,0.048,0.071394148,3,0,1.465486268
3,0.012342902,2017-18,New York,40,0.07418215,0.0327,0.059709491,3,0,1.557216965
2,0,2017-18,North Carolina,40,-0.188101492,0.2063,0.206727604,0,2,-0.817828349
3,0.003455389,2017-18,Ohio,40,0.142373136,0.2321,0.184119241,0,3,0.899777853
3,0,2017-18,Pennsylvania,40,0.228268082,0.0444,0.064177282,3,0,1.520622633
3,0,2017-18,Rhode Island,40,0.250283178,0.0495,0.128209179,3,0,1.134897285
1,0.072378075,2017-18,South Carolina,40,0.216043836,0.2924,0.38227136,0,0,0.29952078
2,0.005485438,2017-18,Tennessee,40,-0.398862639,0.0354,0.012331795,2,2,-2.24663147
3,0.013659398,2017-18,Vermont,40,0.060007599,0.0459,0.122280422,3,0,1.16366242
3,0.01390147,2017-18,Virginia,40,0.038019295,0.1756,0.158428258,0,0,1.000938554
3,0,2017-18,West Virginia,40,0.196180102,0.1354,0.126632147,0,0,1.142456555
3,0,2017-18,Wisconsin,40,0.210540249,0.3329,0.244790104,0,3,0.690976662
4,0.035005752,2017-18,California,41,-0.169690393,0.0001,0.322464701,4,0,-0.460817699
3,0,2017-18,Idaho,41,0.109354935,0.4088,0.365384279,0,0,0.344103358
3,0,2017-18,Nevada,41,0.005986444,0.3435,0.488702126,0,0,0.028323358
3,0.01744465,2017-18,Oregon,41,0.026252473,0.1636,0.251066737,0,0,0.67113666
3,0,2017-18,Washington,41,0.026252473,0.2127,0.470340279,0,0,0.074414517
3,0,2017-18,Arizona,41,0.146853775,0.4207,0.371926238,0,0,0.326755955
1,0.057789516,2017-18,Arkansas,41,1.882724316,0.0008,4.39E-06,1,0,4.445244364
3,0,2017-18,Colorado,41,0.216387339,0.1594,0.251142987,0,0,0.670897273
3,0.002936487,2017-18,Iowa,41,0.134150818,0.2378,0.212585829,0,3,0.797481129
2,0,2017-18,Kansas,41,-0.118392608,0.2076,0.328860241,0,3,-0.443062563
1,0.097317324,2017-18,Louisiana,41,6.553671282,0.0034,1.96E-07,1,0,5.072512631
3,0.008025976,2017-18,Minnesota,41,0.056828202,0.4237,0.336954128,0,3,0.420790245
3,0,2017-18,Missouri,41,0.029779676,0.4197,0.441497747,0,3,0.147172971
3,0.001986342,2017-18,Montana,41,0.198732832,0.1723,0.247931934,0,3,0.681012045
3,0.016158046,2017-18,Nebraska,41,0.006233496,0.4219,0.448623936,0,3,0.129138735
3,0.006635929,2017-18,New Mexico,41,0.146853775,0.4129,0.314849419,0,2,0.48215078
2,0.003876287,2017-18,North Dakota,41,-0.065676126,0.2411,0.40200715,0,3,-0.248155234
1,0.065362892,2017-18,Oklahoma,41,0.301861665,0.1844,0.296654389,0,0,0.534047345
4,0.041758878,2017-18,South Dakota,41,-0.126728428,0.4829,0.343668586,0,4,-0.402471348
1,0.047384832,2017-18,Texas,41,0.708455522,0.0856,0.137209097,0,0,1.092944443
3,0.000809696,2017-18,Utah,41,0.211861586,0.1693,0.246946849,0,3,0.684129021
3,0,2017-18,Wyoming,41,0.209868484,0.1786,0.256547495,0,3,0.654026101
1,0.12632589,2017-18,Alabama,41,5.699932984,0.0033,4.92E-06,1,0,4.420503992
3,0.00653121,2017-18,Connecticut,41,0.126445446,0.0251,0.1249456,3,0,1.150613685
3,0,2017-18,Delaware,41,0.179197881,0.0413,0.125246663,3,0,1.149151959
3,0,2017-18,District of Columbia,41,0.156384822,0.1784,0.267846719,0,0,0.619338423
2,0,2017-18,Florida,41,-0.312710828,0.1253,0.25242113,0,0,-0.666890218
1,0.047823756,2017-18,Georgia,41,0.480435785,0.0753,0.047221601,0,0,1.672411522
3,0.00610392,2017-18,Illinois,41,0.114465305,0.2685,0.238439395,0,3,0.711331573
3,0.0107664,2017-18,Indiana,41,0.07981431,0.1825,0.198274611,0,3,0.847800252
3,0.002886269,2017-18,Kentucky,41,0.119699642,0.2791,0.244061973,0,0,0.693295788
3,0,2017-18,Maine,41,0.176503706,0.2075,0.218242052,0,0,0.778144039
3,0.008604005,2017-18,Maryland,41,0.118488709,0.0065,0.204655438,3,0,0.825106949
3,0.003923484,2017-18,Massachusetts,41,0.149697283,0.0428,0.151450339,3,0,1.030232923
3,0.008202651,2017-18,Michigan,41,0.12937264,0.4179,0.317228744,0,3,0.475462313
1,0.242015361,2017-18,Mississippi,41,7.900232304,0.0001,2.52E-07,1,0,5.024425063
3,0,2017-18,New Hampshire,41,0.155914876,0.1673,0.201998319,0,0,0.834504702
3,0,2017-18,New Jersey,41,0.177149254,0.0305,0.091124451,3,0,1.333862567
3,0.00963015,2017-18,New York,41,0.094376889,0.0306,0.086600378,3,0,1.361990902
2,0,2017-18,North Carolina,41,-0.044437894,0.3053,0.415752796,0,0,-0.21277099
3,0,2017-18,Ohio,41,0.170648871,0.1072,0.149281619,0,3,1.039519405
3,0,2017-18,Pennsylvania,41,0.181609169,0.0232,0.077536804,3,0,1.421836889
3,0,2017-18,Rhode Island,41,0.17348826,0.0758,0.176237232,0,0,0.929800352
4,0.06096188,2017-18,South Carolina,41,-0.008479956,0.3361,0.494249606,0,0,0.0144146
2,0.013058064,2017-18,Tennessee,41,-0.201511007,0.0245,0.002331586,2,0,-2.829425055
3,0.010995202,2017-18,Vermont,41,0.085872996,0.0556,0.161294574,0,0,0.989151248
3,0.009756196,2017-18,Virginia,41,0.080248632,0.1006,0.144871015,0,0,1.058687705
3,0,2017-18,West Virginia,41,0.178336648,0.0482,0.110089344,3,0,1.226053116
3,0,2017-18,Wisconsin,41,0.148169609,0.4016,0.281072417,0,3,0.579658648
1,0.037297932,2017-18,California,42,0.52222345,0.1071,0.217047445,0,0,0.782203667
3,0,2017-18,Idaho,42,0.386779992,0.1042,0.180231114,0,0,0.914484673
1,0.040175196,2017-18,Nevada,42,0.104348333,0.258,0.414861731,0,0,0.215056252
3,0,2017-18,Oregon,42,0.386779992,0.106,0.183008956,0,0,0.90395755
3,0,2017-18,Washington,42,0.386779992,0.3293,0.260985741,0,0,0.640309384
3,0.011611422,2017-18,Arizona,42,0.020994047,0.3151,0.459029427,0,0,0.102879189
1,0.024301169,2017-18,Arkansas,42,0.409500115,0.0019,7.08E-05,1,1,3.805338129
3,0.009735181,2017-18,Colorado,42,0.15876846,0.2058,0.209190022,0,0,0.809234901
3,0.001636776,2017-18,Iowa,42,0.113733548,0.398,0.311105708,0,0,0.492718626
2,0,2017-18,Kansas,42,-0.268722081,0.2148,0.232114496,0,0,-0.731901005
1,0.083978336,2017-18,Louisiana,42,5.912341649,0.0046,3.77E-05,1,1,3.958574951
3,0.014355029,2017-18,Minnesota,42,0.034548738,0.3533,0.282266333,0,3,0.576122084
3,0.002728107,2017-18,Missouri,42,0.118382852,0.4028,0.315595041,0,0,0.480052473
3,0,2017-18,Montana,42,0.386779992,0.1083,0.180635665,0,0,0.912945266
4,0.030591288,2017-18,Nebraska,42,-0.061648012,0.4663,0.404277264,0,4,-0.242291205
3,0.0151279,2017-18,New Mexico,42,0.020994047,0.4237,0.406432672,0,2,0.236731181
2,0.005537188,2017-18,North Dakota,42,-0.12263149,0.2329,0.353635822,0,0,-0.375522865
1,0.049813151,2017-18,Oklahoma,42,0.586334628,0.1768,0.169364444,0,1,0.956679818
4,0.03512586,2017-18,South Dakota,42,-0.013986955,0.3733,0.486981506,0,4,-0.032638318
1,0.091067724,2017-18,Texas,42,2.821238517,0.0804,0.103027926,0,0,1.264485416
2,0.003575888,2017-18,Utah,42,-0.150387876,0.2217,0.338678716,0,3,-0.416071844
3,0,2017-18,Wyoming,42,0.281054699,0.2667,0.249251195,0,0,0.676848016
1,0.093030548,2017-18,Alabama,42,4.565657722,0.0067,0.000374508,1,0,3.370978658
3,0.012318685,2017-18,Connecticut,42,0.101540958,0.008,0.065119076,3,0,1.513163425
3,0.000649181,2017-18,Delaware,42,0.283190922,0.0205,0.078764373,3,0,1.41343199
3,0,2017-18,District of Columbia,42,0.260376866,0.1374,0.219966304,0,0,0.772307021
2,0,2017-18,Florida,42,-0.367511563,0.1879,0.27872429,0,0,-0.586635433
1,0.034897018,2017-18,Georgia,42,0.348557744,0.105,0.084511279,0,0,1.375351303
3,0.015962169,2017-18,Illinois,42,0.037945504,0.0513,0.13082528,0,3,1.122498465
3,0,2017-18,Indiana,42,0.153265998,0.3431,0.28091467,0,3,0.580126462
3,0.003219813,2017-18,Kentucky,42,0.1589014,0.2752,0.236718691,0,0,0.716897441
3,0,2017-18,Maine,42,0.321381362,0.0775,0.144083684,0,0,1.062150499
3,0.006363126,2017-18,Maryland,42,0.217811664,0.0136,0.159887924,3,0,0.994918614
3,0.003474069,2017-18,Massachusetts,42,0.23729018,0.0404,0.107964915,3,0,1.237423686
3,0.01074672,2017-18,Michigan,42,0.154491945,0.3561,0.265292137,0,3,0.627114361
1,0.135581004,2017-18,Mississippi,42,6.081709596,0.0017,4.24E-05,1,0,3.930487895
3,0,2017-18,New Hampshire,42,0.260554395,0.0999,0.142959305,0,0,1.067117879
3,0,2017-18,New Jersey,42,0.280493862,0.0169,0.051557807,3,0,1.629933211
3,0.013593492,2017-18,New York,42,0.074794065,0.0106,0.042737711,3,3,1.719763593
3,0,2017-18,North Carolina,42,0.006212245,0.4398,0.475766568,0,0,0.060781611
3,0.017730933,2017-18,Ohio,42,0.002917534,0.0292,0.080865853,3,3,1.399271086
3,0,2017-18,Pennsylvania,42,0.258768247,0.0296,0.059268653,3,0,1.560942554
3,0,2017-18,Rhode Island,42,0.266414897,0.0705,0.137882408,0,0,1.089882706
4,0.03593109,2017-18,South Carolina,42,-0.035654953,0.3906,0.47086619,0,0,-0.073092664
2,0.011842371,2017-18,Tennessee,42,-0.206616689,0.0397,0.014255867,2,0,-2.190172435
3,0.008010448,2017-18,Vermont,42,0.171147755,0.0411,0.114830971,3,0,1.201230137
3,0.016808571,2017-18,Virginia,42,0.01710905,0.042,0.0820069,3,0,1.391698228
3,0,2017-18,West Virginia,42,0.244826499,0.0692,0.099582008,0,0,1.283936952
3,0,2017-18,Wisconsin,42,0.189315224,0.3675,0.284658391,0,3,0.569057997
4,0.069102325,2017-18,California,43,-0.008723141,0.2123,0.494738085,0,0,-0.013190047
3,0.020209371,2017-18,Idaho,43,0.042555086,0.2948,0.319432082,0,0,0.469287479
2,0.029260339,2017-18,Nevada,43,-0.002468426,0.1994,0.429816632,0,2,-0.176841026
3,0.00913458,2017-18,Oregon,43,0.071014678,0.4884,0.35102755,0,0,0.382547774
3,0,2017-18,Washington,43,0.103320318,0.4586,0.391510375,0,0,0.275384632
4,0.072255351,2017-18,Arizona,43,-0.129007089,0.3986,0.404679659,0,0,-0.241252637
1,0.091333684,2017-18,Arkansas,43,1.635969357,0.0004,5.01E-06,1,0,4.416938917
3,0.008559192,2017-18,Colorado,43,0.090000973,0.277,0.31757378,0,0,0.474494162
3,0,2017-18,Iowa,43,0.11429412,0.1774,0.235897701,0,3,0.719560887
3,0,2017-18,Kansas,43,0.014570865,0.3394,0.464725539,0,3,0.08853549
1,0.16029728,2017-18,Louisiana,43,6.590927565,0.0008,1.22E-09,1,0,5.965426667
3,0.013036065,2017-18,Minnesota,43,0.044599605,0.4034,0.333639504,0,3,0.429885399
3,0.00175557,2017-18,Missouri,43,0.027415191,0.3932,0.431274755,0,3,0.173129662
3,0,2017-18,Montana,43,0.097754185,0.4802,0.35571303,0,0,0.369941526
3,0.016700728,2017-18,Nebraska,43,0.017764113,0.4197,0.428816873,0,3,0.179387118
2,0.01078744,2017-18,New Mexico,43,-0.129007089,0.0864,0.314691377,0,0,-0.482595811
2,0.003782934,2017-18,North Dakota,43,-0.035049139,0.2343,0.440345714,0,0,-0.150092764
4,0.056382131,2017-18,Oklahoma,43,-0.00692186,0.3137,0.489286727,0,0,-0.026857422
4,0.059035746,2017-18,South Dakota,43,-0.086786162,0.4626,0.336758848,0,4,-0.421325111
2,0,2017-18,Texas,43,-0.122846885,0.1669,0.387753553,0,0,-0.285178871
3,0.009327371,2017-18,Utah,43,0.035659102,0.3728,0.424946175,0,0,0.189255782
3,0,2017-18,Wyoming,43,0.126460467,0.2281,0.313996865,0,0,0.484552618
1,0.118554597,2017-18,Alabama,43,2.777954008,0.0038,2.29E-06,1,0,4.58304691
3,0.010921716,2017-18,Connecticut,43,0.082596706,0.0167,0.169642591,3,0,0.955578591
3,0.002928884,2017-18,Delaware,43,0.121599311,0.005,0.149765948,3,0,1.037437741
3,0,2017-18,District of Columbia,43,0.13761627,0.006,0.255866102,3,0,0.656142869
2,0,2017-18,Florida,43,-0.190070206,0.1195,0.306855556,0,0,-0.504783206
1,0.070425446,2017-18,Georgia,43,0.074093505,0.1716,0.346838595,0,0,0.39386977
3,0.005233742,2017-18,Illinois,43,0.098310681,0.1942,0.261996923,0,3,0.637201124
3,0.01081234,2017-18,Indiana,43,0.076411354,0.1609,0.239257186,0,3,0.708694028
3,0.00876312,2017-18,Kentucky,43,0.081917542,0.1863,0.247080331,0,0,0.683706272
3,0,2017-18,Maine,43,0.122897814,0.1557,0.25439264,0,0,0.660730313
3,0,2017-18,Maryland,43,0.137654753,0.0073,0.254829617,3,0,0.659368393
3,0.00586271,2017-18,Massachusetts,43,0.099843611,0.0441,0.199956907,3,0,0.841775169
3,0.012119272,2017-18,Michigan,43,0.089033029,0.0001,0.347746613,3,3,0.391411319
1,0.528488376,2017-18,Mississippi,43,5.756920802,0.0001,2.11E-07,1,0,5.058559232
3,0,2017-18,New Hampshire,43,0.107615221,0.1519,0.238897942,0,0,0.709852055
3,0,2017-18,New Jersey,43,0.123893648,0.0161,0.12436909,3,0,1.153419647
3,0.01849446,2017-18,New York,43,0.05090126,0.0128,0.124119336,3,3,1.154638066
3,0,2017-18,North Carolina,43,0.045984582,0.4905,0.376288109,0,0,0.31524424
3,0.00689595,2017-18,Ohio,43,0.097660974,0.0535,0.179196775,0,3,0.918430461
3,0,2017-18,Pennsylvania,43,0.125412384,0.011,0.117299083,3,0,1.188597315
3,0,2017-18,Rhode Island,43,0.114470559,0.0887,0.23019754,0,0,0.738196448
4,0.043714881,2017-18,South Carolina,43,-0.006289363,0.3267,0.479403969,0,0,-0.051649549
2,0.008044488,2017-18,Tennessee,43,-0.319799683,0.0393,0.008367228,2,0,-2.392490637
3,0.013305681,2017-18,Vermont,43,0.071522787,0.0582,0.212907886,0,0,0.796372132
3,0.00969312,2017-18,Virginia,43,0.087538791,0.0197,0.147768158,3,0,1.046053536
3,0,2017-18,West Virginia,43,0.12530906,0.0226,0.146431205,3,0,1.051862998
3,0,2017-18,Wisconsin,43,0.105482251,0.3685,0.306459622,0,3,0.505910837
1,0.130715945,2017-18,California,44,1.883167142,0.0628,0.025783938,0,0,1.946723645
3,0.019721874,2017-18,Idaho,44,0.125127538,0.231,0.2665921,0,0,0.623152672
1,0.209187968,2017-18,Nevada,44,0.560637675,0.1619,0.311731401,0,0,0.490948599
3,0.0155568,2017-18,Oregon,44,0.140557346,0.2744,0.273702831,0,0,0.601652219
3,0,2017-18,Washington,44,0.177519378,0.4976,0.363105352,0,0,0.350170553
2,0.037196496,2017-18,Arizona,44,-0.019073522,0.1843,0.408468125,0,2,-0.231487301
2,0.03422,2017-18,Arkansas,44,-0.301471538,0.0003,3.73E-07,2,0,-4.949240219
3,0.032474672,2017-18,Colorado,44,0.075578531,0.0986,0.228116263,0,0,0.745064836
3,0,2017-18,Iowa,44,0.082441535,0.4479,0.348076506,0,0,0.390518724
2,0.014909772,2017-18,Kansas,44,-0.117702711,0.1835,0.279576917,0,0,-0.584098813
1,0.263142286,2017-18,Louisiana,44,7.988644772,0.0059,5.85E-07,1,0,4.860699046
3,0.0273442,2017-18,Minnesota,44,0.042927895,0.4317,0.327394969,0,3,0.447117897
4,0.07103872,2017-18,Missouri,44,-0.071798771,0.4284,0.318244759,0,4,-0.472612703
3,0,2017-18,Montana,44,0.210707474,0.2865,0.278605538,0,0,0.586989027
2,0.018395168,2017-18,Nebraska,44,-0.007885912,0.3315,0.482184657,0,0,-0.044671296
4,0.06323744,2017-18,New Mexico,44,-0.019073522,0.2927,0.466404558,0,0,-0.084311063
2,0.006413633,2017-18,North Dakota,44,-0.149704177,0.1885,0.318530234,0,0,-0.471812725
4,0.128270582,2017-18,Oklahoma,44,-0.137084313,0.4061,0.416489845,0,0,-0.210881564
4,0.10976589,2017-18,South Dakota,44,-0.247874761,0.3459,0.287427014,0,4,-0.560917134
1,0.05679485,2017-18,Texas,44,0.131240633,0.1326,0.175190849,0,0,0.933849176
2,0,2017-18,Utah,44,-0.513994585,0.0786,0.083517293,0,0,-1.381795226
3,0,2017-18,Wyoming,44,0.17294132,0.3871,0.311060374,0,0,0.492846931
1,0.130906399,2017-18,Alabama,44,2.156249596,0.0078,5.88E-05,1,0,3.851053369
3,0.01890434,2017-18,Connecticut,44,0.13923514,0.0023,0.094781244,3,0,1.311874484
3,0.003918307,2017-18,Delaware,44,0.215012301,0.0026,0.084079361,3,0,1.378144359
3,0,2017-18,District of Columbia,44,0.230540466,0.0231,0.203910975,3,0,0.827732606
2,0,2017-18,Florida,44,-0.15510959,0.1878,0.390806996,0,0,-0.277216343
4,0.07075915,2017-18,Georgia,44,-0.00374891,0.3679,0.497576036,0,0,-0.006076014
3,0.0409446,2017-18,Illinois,44,0.005600458,0.4559,0.404398858,0,3,0.241977348
3,0.041551774,2017-18,Indiana,44,0.011246403,0.3106,0.262680804,0,3,0.635102435
3,0.01088815,2017-18,Kentucky,44,0.073889267,0.4298,0.3335766,0,0,0.430058346
3,0,2017-18,Maine,44,0.239547678,0.0453,0.170324111,3,0,0.952885235
3,0.006450508,2017-18,Maryland,44,0.216205452,0.0027,0.183574432,3,0,0.90182683
3,0.010655863,2017-18,Massachusetts,44,0.177603751,0.0096,0.124923303,3,0,1.150722039
3,0.011623698,2017-18,Michigan,44,0.201218798,0.3124,0.301227434,0,3,0.520873541
1,0.50199803,2017-18,Mississippi,44,5.219745598,0.0052,0.000368884,1,0,3.375144776
3,0,2017-18,New Hampshire,44,0.215768839,0.0431,0.147587224,3,0,1.046837681
3,0,2017-18,New Jersey,44,0.224564537,0.0037,0.062911019,3,3,1.530787024
3,0.019149949,2017-18,New York,44,0.136065802,0.0021,0.056860475,3,3,1.581687403
3,0,2017-18,North Carolina,44,0.156674839,0.2251,0.22442076,0,0,0.757347801
3,0.005975709,2017-18,Ohio,44,0.167621395,0.0859,0.149537091,0,3,1.038420815
3,0,2017-18,Pennsylvania,44,0.226495291,0.0022,0.055037145,3,0,1.597859321
3,0,2017-18,Rhode Island,44,0.210287481,0.0411,0.153811169,3,0,1.02022379
3,0.017230292,2017-18,South Carolina,44,0.052527049,0.4584,0.383859826,0,0,0.295358997
2,0.0414562,2017-18,Tennessee,44,-0.038135152,0.0483,0.022647938,2,0,-2.001896396
3,0.010629166,2017-18,Vermont,44,0.179565337,0.0176,0.137059991,3,0,1.093623858
3,0.024429745,2017-18,Virginia,44,0.115880647,0.0009,0.061614563,3,0,1.541360276
3,0,2017-18,West Virginia,44,0.208618171,0.0264,0.097361979,3,0,1.296730421
3,0,2017-18,Wisconsin,44,0.191302127,0.2516,0.255757279,0,3,0.656481203
1,0.137031018,2017-18,California,45,1.682187913,0.0216,0.001137715,1,0,3.051708405
3,0.026959814,2017-18,Idaho,45,0.134495779,0.1495,0.249214034,0,0,0.676965148
1,0.4595052,2017-18,Nevada,45,0.218272794,0.22,0.409008386,0,0,0.230096516
3,0.003287636,2017-18,Oregon,45,0.186065313,0.2949,0.2818892,0,0,0.577238431
3,0,2017-18,Washington,45,0.23216379,0.2921,0.313953236,0,0,0.484675606
2,0.054770184,2017-18,Arizona,45,-0.001511979,0.2378,0.49496063,0,2,0.012632163
1,0.118488864,2017-18,Arkansas,45,0.860222699,0.0015,1.07E-05,1,0,4.248771694
3,0.056562448,2017-18,Colorado,45,0.030207408,0.0816,0.240173463,0,0,0.705744686
3,0.011567346,2017-18,Iowa,45,0.098572855,0.349,0.278942222,0,0,0.585986713
2,0,2017-18,Kansas,45,-0.186539837,0.169,0.260974889,0,0,-0.640342774
1,0.297095876,2017-18,Louisiana,45,5.846478067,0.0026,8.44E-07,1,0,4.787486857
3,0.017510649,2017-18,Minnesota,45,0.032576076,0.419,0.422953112,0,3,0.194344397
3,0.024592802,2017-18,Missouri,45,0.039655171,0.47,0.389004825,0,0,0.281913746
3,0.003921818,2017-18,Montana,45,0.180849859,0.3272,0.287817028,0,0,0.559773332
1,0.078566475,2017-18,Nebraska,45,0.01207961,0.2584,0.420308508,0,0,0.201104305
4,0.06716787,2017-18,New Mexico,45,-0.001511979,0.2766,0.464794785,0,0,-0.088361236
2,0.017563022,2017-18,North Dakota,45,-0.153519314,0.1531,0.274428269,0,0,-0.599474458
4,0.21008988,2017-18,Oklahoma,45,-0.137431702,0.3809,0.431575183,0,0,-0.172365279
4,0.19891081,2017-18,South Dakota,45,-0.191046969,0.451,0.387946822,0,0,-0.284674351
2,0.038925214,2017-18,Texas,45,-0.218949453,0.0595,0.129845074,0,0,-1.127123786
